# generated by ews.run on 2026-04-19T23:43:41, loader=placeholder
ticker,date,leverage,liquidity_buffer,wc_ratio,profitability,z_score,late_filing
GE,2009-06-30,0.6599342830602247,0.07861735698828816,0.06295377076201385,0.06284544784612038,1.3749575599550476,0
GE,2009-07-31,0.6453169325055333,0.07765863043050819,0.08158425631014783,0.05151152093729363,1.3528150964741374,0
GE,2009-08-31,0.640610512281301,0.08542560043585964,0.04073164614375076,0.033014053696446145,1.2196777203770173,0
GE,2009-09-30,0.6548392454313207,0.06086719755342202,0.015501643349739344,0.03156568706138541,1.1740571539494062,0
GE,2009-10-31,0.6297433775933116,0.08314247332595275,0.03183951848957578,0.018815444479970626,1.148793984687366,0
GE,2009-11-30,0.679312975378431,0.07774223699513465,0.05135056409375848,0.01862877720679815,1.141588144557403,0
GE,2009-12-31,0.6391123455094964,0.08110922589709867,0.026980128451553946,0.04563547027518508,1.263395457129537,0
GE,2010-01-31,0.637987226201624,0.07708306250206723,0.03796586775541207,0.06778417276763407,1.3813523175934002,0
GE,2010-02-28,0.6497300555052413,0.069422890710441,0.06645089824206378,0.021687345250434666,1.1918335672643747,0
GE,2010-03-31,0.6541772719000951,0.06040329876120225,0.02343627902203139,0.04295291853803685,1.237495888815154,0
GE,2010-04-30,0.6647693315999083,0.08171368281189971,0.04768703435223519,0.03548344456616067,1.2251350317236924,0
GE,2010-05-31,0.6204295601926515,0.07280155791605292,0.04078722458080425,0.055856833393283734,1.3392140503298078,0
GE,2010-06-30,0.6568723657913692,0.06236959844637266,0.0564816793878959,0.03422376579375525,1.2345062950213033,0
GE,2010-07-31,0.6364615599938809,0.08611676288840868,0.07061999044991903,0.05396920178674298,1.3565223009412661,0
GE,2010-08-31,0.6332156495355472,0.07690787624148786,0.05662526862807128,0.05463317690683539,1.3447968640944836,0
GE,2010-09-30,0.6404165152430942,0.07814341023336183,0.02787330051987944,0.02205690063878994,1.1528654844803117,0
GE,2010-10-31,0.666250516447884,0.09356240028570822,0.04855979756839333,0.055052993468380364,1.3172705165147294,0
GE,2010-11-30,0.6572327205009527,0.07354880245394876,0.05722791211016828,0.06307054849698954,1.3707654401674811,0
GE,2010-12-31,0.6492834792178009,0.09564643655814006,-0.0023949020817948877,0.05232853756562836,1.2535001565296189,0
GE,2011-01-31,0.6517409413647635,0.07700992649534133,0.05183521553071005,0.01018646628098661,1.1190340853386311,0
GE,2011-02-28,0.6456065622432497,0.08357112571511746,0.07955788089483032,0.032225946725895294,1.2595674693395544,0
GE,2011-03-31,0.6338301279421362,0.07498242956415463,0.06830804235404149,0.04493126664489527,1.3128485272905759,0
GE,2011-04-30,0.6394047959246593,0.08513267433113356,0.05194155098696081,0.054529674857993336,1.334976455462126,0
GE,2011-05-31,0.635958938122453,0.07672337853402232,0.04215783693735685,0.018047275778018224,1.1538362376080422,0
GE,2011-06-30,0.6559224055412916,0.08261055272179889,0.05010226913284922,0.03648119299937279,1.2380308867316963,0
GE,2011-07-31,0.6216925851589917,0.07579354677234641,0.04314570966946461,0.027965840961675717,1.2101987530278384,0
GE,2011-08-31,0.6467742857666798,0.08404050856814539,0.08772371802421061,0.04261866719247759,1.3175116259736894,0
GE,2011-09-30,0.6551510078144553,0.07925554084233834,0.011624575694019174,0.039602291868261745,1.20698965792498,0
GE,2011-10-31,0.6512046041988205,0.10463242112485287,0.046152780704377554,0.04452321013500419,1.2739196619604805,0
GE,2011-11-30,0.6493057646058952,0.06831321962380468,0.07285645629030041,0.05127899549030161,1.338855567589241,0
GE,2011-12-31,0.665820638940861,0.07090612545205262,0.07805588621872199,0.018972234058115788,1.183344180171094,0
GE,2012-01-31,0.6617371418760054,0.10190455625809978,0.030189273497386235,0.03150553405595842,1.1872608531342648,0
GE,2012-02-29,0.6519930273017528,0.07496524345883801,0.01898673137867735,0.04102844462209041,1.224421950997186,0
GE,2012-03-31,0.628753925725478,0.08473592430635182,0.03161151531532393,0.06324901607526309,1.3579518384968385,0
GE,2012-04-30,0.6343349341532752,0.07677938483794325,0.0662703443473934,0.021537035253490672,1.200147518416313,0
GE,2012-05-31,0.6545491986920826,0.09307142754282428,0.01785033530877545,0.042769507877984565,1.2297075701818083,0
GE,2012-06-30,0.6551976558849685,0.0878182287177731,0.025260985782438364,0.020193150803735856,1.1321023981855034,0
GE,2012-07-31,0.6604388313123379,0.08296984673233186,0.05500985700691754,0.04519672314245464,1.282173128390435,0
GE,2012-08-31,0.6363995055684302,0.08232253697161004,0.05586144946597363,0.029284728729604484,1.2228322610472513,0
GE,2012-09-30,0.6873154902228952,0.08473832920911788,0.02617393005594703,0.04984830412950744,1.2533064513420844,0
GE,2012-10-31,0.6305063665954536,0.08787084603742452,0.07317191158014809,0.027689765224724345,1.23964437049511,0
GE,2012-11-30,0.6692675225848864,0.08412780926936499,0.0664412031998898,0.06845189473980921,1.3998928355660394,0
GE,2012-12-31,0.6450922376799426,0.07246263835642511,0.03220971140748954,0.027762845725518428,1.1820816859909584,0
GE,2013-01-31,0.6484579658117179,0.08341151974816643,0.055533815986600385,0.052407748735540355,1.3238822187539294,0
GE,2013-02-28,0.6502600378375581,0.09453534077157318,0.04470686333524088,0.08080253749884428,1.4432641395443224,0
GE,2013-03-31,0.6625133469553002,0.07142842443583718,0.028582150038777756,0.04723708622864778,1.2588048771479978,0
GE,2013-04-30,0.645530744293483,0.08714000494092092,0.0594647524914709,0.03890756631014691,1.2669048180713658,0
GE,2013-05-31,0.6330641256386319,0.06485152775314136,0.04106970095865958,0.05284598191485208,1.317821280767017,0
GE,2013-06-30,0.6542818748826041,0.06754261221288012,0.053463618517023644,0.04577976069593255,1.2867520925617488,0
GE,2013-07-31,0.6323228512759773,0.08153725105945528,0.05116417436892,0.022855445532540656,1.1894238924800589,0
GE,2013-08-31,0.6571557472069657,0.08560784526368234,0.07166102486350555,0.05580703078052354,1.3539928261804879,0
GE,2013-09-30,0.6224466126408582,0.07062174960084877,0.0603007053441732,0.04770678926368313,1.3231147883678036,0
GE,2013-10-31,0.660300953726121,0.11852731490654721,0.06141781021386335,0.05703348460270898,1.3455781776536957,0
GE,2013-11-30,0.669080035269864,0.08651391251305798,0.043694615107193094,0.05138453830739901,1.2924928470114887,0
GE,2013-12-31,0.6345434957092486,0.07763181393259991,0.040292729043417935,0.04122811209079484,1.261397304253288,0
GE,2014-01-31,0.6962931713334702,0.06132734807408252,0.06372520380749028,0.015809261932155223,1.1329978728500358,0
GE,2014-02-28,0.6405613626842114,0.09088950596967367,0.051285600381909255,0.02383382833106041,1.1892248960037484,0
GE,2014-03-31,0.6356939258148007,0.08679597748934675,0.03539266736565727,0.04324687884372962,1.2643151759154376,0
GE,2014-04-30,0.6509114367980763,0.07348399652394183,0.09287888178650652,0.04950878533477017,1.3535990871383818,0
GE,2014-05-31,0.6094971482668479,0.08186454314769427,0.03676427070463224,0.052786500021943364,1.3265153859885839,0
GE,2014-06-30,0.634149585231346,0.07885263558533101,0.06009974557960915,0.052986327912551826,1.340665684745717,0
GE,2014-07-31,0.6259940718588844,0.07665498764159051,0.04050109377678088,0.030200061511394323,1.2149451585203597,0
GE,2014-08-31,0.6853090848056219,0.08404981710960956,0.0247823209132991,0.053767929205821643,1.2712626014799475,0
GE,2014-09-30,0.6924431239402526,0.09032465260551147,0.019612600680919735,0.03273648890700623,1.1619307443158813,0
GE,2014-10-31,0.6753382229837325,0.0729233053438122,0.05887638856292457,0.051619510801440054,1.3080604332520382,0
GE,2014-11-30,0.6314613905684383,0.079404746439382,-0.01482534680138145,0.024634185379985653,1.1191134207832119,0
GE,2014-12-31,0.6449486369721368,0.0675221681803515,0.0826482260786327,0.018547879330590513,1.1993837219648527,0
GE,2015-01-31,0.6411991102660604,0.08130740577286091,0.07882546578132231,0.01846206773230841,1.1966428111198,0
GE,2015-02-28,0.6732632750430992,0.08010233061019587,0.030369826979040983,0.04693155211394906,1.2530641222845502,0
GE,2015-03-31,0.6539811939114695,0.07399783122841205,0.05139604169980038,0.0342202960470736,1.2301219251141247,0
GE,2015-04-30,0.652270346905025,0.08662130674521046,0.08172033632290704,0.021432767517597266,1.2074362027771808,0
GE,2015-05-31,0.6926606674931254,0.06047912200477498,0.046964298099288336,0.04882475809726865,1.2702371202804335,0
GE,2015-06-30,0.6556198373547006,0.07377300480179406,0.045837554992854496,0.032604985980117504,1.2148765976851572,0
GE,2015-07-31,0.6382127048611158,0.08849602097021025,0.05714030971930095,0.02960635607109019,1.2247906222806155,0
GE,2015-08-31,0.667991997508665,0.0830729952087661,0.06625724237677921,0.04944443262885419,1.3111023257025507,0
GE,2015-09-30,0.6334200997815586,0.07439818959803031,0.06494587210246525,0.049155553981501975,1.3289140903670824,0
GE,2015-10-31,0.6495819681207171,0.08117327383308783,0.07555329791576851,0.03112642916746255,1.247208993713566,0
GE,2015-11-30,0.6609419476234007,0.07797807347566106,0.0456463759354556,0.05648165277980785,1.3236742506136032,0
GE,2015-12-31,0.6665083269797606,0.08813509636000638,0.07610957614308658,0.040315057624491384,1.280907266018957,0
GE,2016-01-31,0.6636390594258993,0.07689733243406544,0.05648332704976884,0.03804785418448473,1.2484214714712611,0
GE,2016-02-29,0.6519399192998544,0.08595157025436914,0.03363558633533055,0.0713858091352819,1.384712054958309,0
GE,2016-03-31,0.629879652370006,0.06785811387212268,0.07316221747000136,0.05187494040944404,1.353679089466385,0
GE,2016-04-30,0.6624823963410431,0.0862834550926428,0.04975506454306171,0.026541184427712528,1.186960206457297,0
GE,2016-05-31,0.6515160911638745,0.07322838288487889,0.06950239466835503,0.03779413927746792,1.2701256735078006,0
GE,2016-06-30,0.6334900560641498,0.07678614158347007,0.05825862908551249,0.031544131707940376,1.238073740291445,0
